insurer,lob,vehicle_type,policy_type,policy_term,coverage_level,coverage_name,claim_category,claim_trigger,frequency_band,severity_band,avg_claim_amount_inr,max_claim_amount_inr,deductible_applicable,depreciation_applicable,ncb_impact,renewal_impact,fraud_risk_level,loss_ratio_risk,mandatory_documents,common_denial_reasons,profitability_tag,claim_frequency,loss_ratio,pure_premium,risk_loading_factor,volatility_index,risk_zone,state,city,flood_risk_score,theft_risk_score,accident_density_score,avg_settlement_days,fast_track_eligible,cashless_ratio,document_deficiency_rate,repudiation_rate
GoDigit,Motor,Private Car,Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.38,Metro,Maharashtra,Delhi,0.67,0.42,0.57,13,False,0.69,0.25,0.08
GoDigit,Motor,Private Car,Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.39,Metro,Karnataka,Delhi,0.35,0.55,0.68,12,False,0.52,0.25,0.08
GoDigit,Motor,Private Car,Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.61,Rural,Tamil Nadu,Mumbai,0.75,0.75,0.81,13,False,0.68,0.25,0.08
GoDigit,Motor,Private Car,Package,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.31,Rural,Gujarat,Bangalore,0.55,0.2,0.77,9,False,0.68,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.26,Metro,Tamil Nadu,Mumbai,0.48,0.72,0.3,8,False,0.7,0.25,0.03
GoDigit,Motor,Private Car,Bundled,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.67,Rural,Maharashtra,Mumbai,0.73,0.46,0.37,14,False,0.84,0.25,0.03
GoDigit,Motor,Private Car,Bundled,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.65,Rural,Maharashtra,Delhi,0.69,0.61,0.57,13,False,0.51,0.25,0.03
GoDigit,Motor,Private Car,Bundled,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.69,Urban,Gujarat,Chennai,0.61,0.4,0.43,10,False,0.62,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.47,Urban,Tamil Nadu,Delhi,0.52,0.42,0.46,14,False,0.67,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.27,Urban,Karnataka,Delhi,0.89,0.74,0.55,14,False,0.85,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.43,Metro,Karnataka,Delhi,0.45,0.76,0.49,14,False,0.53,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.28,Metro,Maharashtra,Mumbai,0.45,0.35,0.69,12,False,0.74,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.62,Rural,Gujarat,Chennai,0.54,0.54,0.51,10,False,0.74,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.49,Rural,Gujarat,Ahmedabad,0.75,0.68,0.73,9,False,0.7,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.35,Rural,Delhi,Chennai,0.43,0.58,0.34,9,False,0.67,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.57,Urban,Maharashtra,Ahmedabad,0.66,0.34,0.31,7,False,0.67,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.58,Rural,Tamil Nadu,Bangalore,0.3,0.79,0.82,7,False,0.57,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.28,Metro,Maharashtra,Mumbai,0.46,0.56,0.74,14,False,0.82,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.48,Urban,Delhi,Chennai,0.4,0.33,0.58,9,False,0.84,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.41,Rural,Gujarat,Bangalore,0.54,0.33,0.64,9,False,0.68,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.58,Urban,Tamil Nadu,Bangalore,0.39,0.26,0.32,7,False,0.62,0.25,0.08
GoDigit,Motor,Private Car,Bundled,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.37,Urban,Karnataka,Delhi,0.58,0.27,0.75,13,False,0.64,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.6,Urban,Karnataka,Bangalore,0.72,0.5,0.3,9,False,0.51,0.25,0.03
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.66,Urban,Tamil Nadu,Delhi,0.84,0.43,0.46,13,False,0.77,0.25,0.03
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.64,Rural,Maharashtra,Delhi,0.79,0.43,0.89,14,False,0.52,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.36,Urban,Tamil Nadu,Mumbai,0.78,0.36,0.56,14,False,0.77,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.48,Metro,Delhi,Chennai,0.6,0.41,0.87,11,False,0.69,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.3,Metro,Gujarat,Chennai,0.54,0.67,0.69,13,False,0.5,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.31,Urban,Maharashtra,Delhi,0.72,0.43,0.52,10,False,0.78,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.31,Rural,Gujarat,Bangalore,0.33,0.6,0.64,14,False,0.64,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.39,Metro,Karnataka,Bangalore,0.35,0.27,0.71,9,False,0.61,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.66,Urban,Gujarat,Bangalore,0.8,0.59,0.54,9,False,0.71,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.32,Urban,Karnataka,Bangalore,0.9,0.58,0.44,7,False,0.57,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.46,Rural,Maharashtra,Ahmedabad,0.53,0.38,0.82,10,False,0.74,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.29,Metro,Maharashtra,Ahmedabad,0.31,0.71,0.4,7,False,0.84,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.5,Rural,Gujarat,Ahmedabad,0.83,0.36,0.5,9,False,0.63,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.45,Rural,Maharashtra,Delhi,0.43,0.56,0.89,9,False,0.76,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.24,Urban,Delhi,Chennai,0.76,0.28,0.54,13,False,0.76,0.25,0.08
GoDigit,Motor,Private Car,Standalone Own Damage,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.55,Urban,Tamil Nadu,Mumbai,0.52,0.46,0.65,7,False,0.53,0.25,0.08
GoDigit,Motor,Private Car,Liability Only,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.36,Urban,Delhi,Mumbai,0.73,0.43,0.65,13,False,0.68,0.25,0.03
GoDigit,Motor,Private Car,Liability Only,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.34,Urban,Gujarat,Ahmedabad,0.69,0.52,0.47,9,False,0.75,0.25,0.03
GoDigit,Motor,Private Car,Long Term Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.46,Metro,Delhi,Chennai,0.67,0.35,0.52,10,False,0.82,0.25,0.03
GoDigit,Motor,Private Car,Long Term Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.58,Urban,Karnataka,Bangalore,0.32,0.63,0.67,12,False,0.84,0.25,0.03
GoDigit,Motor,Private Car,Long Term Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.47,Rural,Maharashtra,Delhi,0.68,0.57,0.77,11,False,0.78,0.25,0.03
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.36,Urban,Maharashtra,Delhi,0.79,0.39,0.8,10,False,0.81,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.61,Metro,Delhi,Delhi,0.36,0.44,0.42,13,False,0.61,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.47,Rural,Maharashtra,Mumbai,0.87,0.34,0.84,13,False,0.69,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.31,Metro,Karnataka,Bangalore,0.71,0.73,0.82,12,False,0.62,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.27,Rural,Tamil Nadu,Bangalore,0.41,0.78,0.57,13,False,0.53,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.56,Urban,Gujarat,Chennai,0.81,0.21,0.43,13,False,0.76,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.48,Urban,Maharashtra,Chennai,0.31,0.44,0.5,11,False,0.77,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.7,Rural,Gujarat,Delhi,0.56,0.79,0.88,14,False,0.62,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.3,Metro,Karnataka,Bangalore,0.45,0.63,0.37,9,False,0.84,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.48,Metro,Maharashtra,Mumbai,0.52,0.68,0.44,8,False,0.53,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.66,Rural,Gujarat,Bangalore,0.72,0.26,0.84,7,False,0.66,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.21,Rural,Karnataka,Mumbai,0.71,0.7,0.49,12,False,0.56,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.39,Rural,Maharashtra,Chennai,0.32,0.26,0.85,14,False,0.71,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.55,Rural,Karnataka,Bangalore,0.34,0.76,0.52,7,False,0.84,0.25,0.08
GoDigit,Motor,Private Car,Long Term Package,Annual,Addon,Personal Belongings,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.24,Urban,Delhi,Ahmedabad,0.58,0.56,0.48,10,False,0.57,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Base,Own Damage,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.34,Urban,Maharashtra,Bangalore,0.35,0.76,0.62,7,False,0.7,0.25,0.03
GoDigit,Motor,Two Wheeler,Package,Annual,Base,Third Party,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.52,Urban,Tamil Nadu,Delhi,0.63,0.29,0.73,13,False,0.69,0.25,0.03
GoDigit,Motor,Two Wheeler,Package,Annual,Base,Personal Accident,Accident / Liability,Policy Defined Event,Medium,Medium,35000,300000,Yes,Yes,Yes,Medium,Low,Medium,Claim Form|FIR|Photos,Policy Breach,Balanced,0.15,0.9,5250.0,1.08,0.49,Metro,Karnataka,Chennai,0.51,0.57,0.75,9,False,0.85,0.25,0.03
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,Zero Depreciation,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.44,Metro,Maharashtra,Delhi,0.48,0.47,0.49,14,False,0.75,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,Engine Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.59,Rural,Maharashtra,Delhi,0.74,0.26,0.5,12,False,0.6,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,Gearbox Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.61,Metro,Delhi,Ahmedabad,0.66,0.65,0.76,13,False,0.74,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,Consumables,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.29,Rural,Karnataka,Bangalore,0.85,0.29,0.73,13,False,0.7,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,Tyre Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.25,Urban,Gujarat,Ahmedabad,0.53,0.67,0.34,13,False,0.54,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,Roadside Assistance,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.29,Metro,Maharashtra,Bangalore,0.72,0.22,0.64,14,False,0.78,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,NCB Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.48,Urban,Gujarat,Bangalore,0.44,0.45,0.51,12,False,0.7,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,Return to Invoice,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.3,Rural,Gujarat,Mumbai,0.42,0.23,0.45,13,False,0.61,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,Invoice Cover,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.26,Metro,Tamil Nadu,Chennai,0.36,0.68,0.84,9,False,0.51,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,PAYD Benefit,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.4,Metro,Tamil Nadu,Delhi,0.6,0.22,0.56,10,False,0.54,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,EV Addon,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.4,Metro,Gujarat,Bangalore,0.83,0.38,0.32,7,False,0.81,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,EMI Protector,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.63,Urban,Karnataka,Ahmedabad,0.53,0.6,0.42,7,False,0.63,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,Loss of Use,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.48,Urban,Karnataka,Chennai,0.32,0.35,0.81,10,False,0.78,0.25,0.08
GoDigit,Motor,Two Wheeler,Package,Annual,Addon,Key Protect,Addon Claim,Addon Trigger,Low,High,60000,800000,Yes,No,Yes,Medium,Medium,High,Invoice|Survey Report,Addon Conditions Not Met,Loss Heavy,0.05,0.9,3000.0,1.08,0.54,Metro,Maharashtra,Mumbai,0.48,0.35,0.4,14,False,0.78,0.25,0.08
